Record ID,Update ID,Proposal ID,Proposal type,Proposal category,Financial category,Description,Amount,Token,Receiver,Link
1,d6c25037-37ac-46e3-8eb7-612cecb36f39,5a5c472b-0ed2-4086-b7fc-22e37b4ad39c,grant,Core Unit,Other,No funds released,1,DAI,0xFc6AE1845B79F82d6F7Eca355109AcECaF1020D7,https://etherscan.io/
4,99013b12-6204-11ee-921b-3b664a734355,fe96cc60-182b-11ee-93a7-ed9294f83f74,grant,In-World Content,Team Compensation,Monthly Salary and for Payment to guests,2000,PYUSD,0x3f3f09cd7e1753db29fbe6dccf8d8720934992c1,https://etherscan.io/tx/0xa722286e3e5393741f6921ec9eb94664c21edf0d381323ad83352450d2a4feb5
5,99013b12-6204-11ee-921b-3b664a734355,fe96cc60-182b-11ee-93a7-ed9294f83f74,grant,In-World Content,Team Compensation,Monthly Salary and for Payment to guests,1300,PYUSD,0x3f3f09cd7e1753db29fbe6dccf8d8720934992c1,https://etherscan.io/tx/0x835978527b5763de871afd0f7b5121516c3b9d6951c61175eec8791931cf6703
6,75e82c01-2ad3-11ee-8fbb-d9eddf5c2b3f,f3874400-1743-11ee-93a7-ed9294f83f74,grant,In-World Content,Team Compensation,Design and production of 2D and 3D game assets,1900,USD,0xd91dB432D98D80e9467206cab3B9C46081795f0d,https://etherscan.io/tx/0xe0bcbb7d95dea20575238531e1860d4298098919f3d49ad04fdd1b4ac322d714
7,75e82c01-2ad3-11ee-8fbb-d9eddf5c2b3f,f3874400-1743-11ee-93a7-ed9294f83f74,grant,In-World Content,Team Compensation,Programming game update and maintanence,3365,USD,0xd91dB432D98D80e9467206cab3B9C46081795f0d,https://etherscan.io/tx/0xe0bcbb7d95dea20575238531e1860d4298098919f3d49ad04fdd1b4ac322d714
8,75e82c01-2ad3-11ee-8fbb-d9eddf5c2b3f,f3874400-1743-11ee-93a7-ed9294f83f74,grant,In-World Content,Team Compensation,Execution and administration,2550,USD,0xd91dB432D98D80e9467206cab3B9C46081795f0d,https://etherscan.io/tx/0xe0bcbb7d95dea20575238531e1860d4298098919f3d49ad04fdd1b4ac322d714
9,75e82c01-2ad3-11ee-8fbb-d9eddf5c2b3f,f3874400-1743-11ee-93a7-ed9294f83f74,grant,In-World Content,Tools & Services,AWS application hosting,640,USD,0xd91dB432D98D80e9467206cab3B9C46081795f0d,https://etherscan.io/tx/0xe0bcbb7d95dea20575238531e1860d4298098919f3d49ad04fdd1b4ac322d714
10,75e82c01-2ad3-11ee-8fbb-d9eddf5c2b3f,f3874400-1743-11ee-93a7-ed9294f83f74,grant,In-World Content,Marketing,Promotion and giveaways for onboarding external communities and influencers,2500,USD,0xd91dB432D98D80e9467206cab3B9C46081795f0d,https://etherscan.io/tx/0xe0bcbb7d95dea20575238531e1860d4298098919f3d49ad04fdd1b4ac322d714
11,61fb0194-2ad3-11ee-8fbb-d9eddf5c2b3f,b51854d0-1666-11ee-93a7-ed9294f83f74,grant,Core Unit,Team Compensation,DAO strategic facilitation,3573,DAI,0x7266baC9E08d645B160dDd769b5b7e311196539b,https://etherscan.io/tx/0x03cd98b16c1fc9f23d70465a4d7e4058909f23173db5f25604d0904769e5808b
12,61fb0194-2ad3-11ee-8fbb-d9eddf5c2b3f,b51854d0-1666-11ee-93a7-ed9294f83f74,grant,Core Unit,Other,German taxes and the associated fees,1760,DAI,0x7266baC9E08d645B160dDd769b5b7e311196539b,https://etherscan.io/tx/0x03cd98b16c1fc9f23d70465a4d7e4058909f23173db5f25604d0904769e5808b
13,496bc872-4681-11ee-ab1f-97157a05bdec,dcfc1f80-235f-11ee-8ace-3bf098daeebe,grant,Social Media Content,Team Compensation,Operator Compensation for work rendered gas reimbursement marketing and software expenses Salary,5833,DAI,0x2D7526b8aB977204920D9ec74F62510101BC84E0,https://etherscan.io/tx/0x016cf7d918c7ec0fb32c08d9bd6639b89d7b7d8d15afbd681b3ea16cf938beac
14,afe65390-5c84-11ee-abd9-01bdc8ef3aac,1740a740-4db0-11ee-beb5-696f9c967b67,grant,Documentation,Team Compensation,Personal Expense,3935,DAI,0x8D62189E991597b1aE712b68E6ef87C9F46f9BbB,https://etherscan.io/tx/0x4f2a9d2dddb91fbfc0b1c98e0ca65cbe72ffb9ab64ca2c7eda71101b61c8f2e4
15,afe65390-5c84-11ee-abd9-01bdc8ef3aac,1740a740-4db0-11ee-beb5-696f9c967b67,grant,Documentation,Tools & Services,Adobe CS,65,DAI,0x8D62189E991597b1aE712b68E6ef87C9F46f9BbB,https://etherscan.io/tx/0x4f2a9d2dddb91fbfc0b1c98e0ca65cbe72ffb9ab64ca2c7eda71101b61c8f2e4
16,a8d85a53-4c06-11ee-a2e0-b78adf7d068d,ca7784f0-3988-11ee-aec9-fb54fc0c7896,grant,Platform,Team Compensation,Monthly Compensation,28333,DAI,0xe96f1c6B08b1d932Df11E78A040a75B546ab8d2B,https://etherscan.io/address/0xe96f1c6B08b1d932Df11E78A040a75B546ab8d2B
17,ee1b9833-308a-11ee-a512-65477fceb1b0,17783750-18d1-11ee-93a7-ed9294f83f74,grant,In-World Content,Team Compensation,SDK and Backend Development Team Salary,9700,DAI,0xF5A0b294F9193E7aAfF255E9e962456495eCf5FD,https://etherscan.io/tx/0x83d169e4f481baf793707bcc6841942402b961e87b7f1bb13afc10d6214a4495
18,ee1b9833-308a-11ee-a512-65477fceb1b0,17783750-18d1-11ee-93a7-ed9294f83f74,grant,In-World Content,Tools & Services,AWS Hosting and Essential Tools,2366,DAI,0xf3a3922685a446c9ae4287921e8ec4a77fbaad82,https://etherscan.io/tx/0x73167c2e2891fea17d05bc62811bac1b38f9cca69679b730a3ac6b3d4d2ef652
19,ee1b9833-308a-11ee-a512-65477fceb1b0,17783750-18d1-11ee-93a7-ed9294f83f74,grant,In-World Content,Marketing,Marketing Activities and Community Engagement,4000,DAI,0x9318172Ee288a1f95151DCcD72Cf6AC7c254B0dC,https://etherscan.io/tx/0xa99c15ad320d037a3a1a609162f94a7a48cb891d4706b866676feddb6d1025b5
21,ecaf8373-baf9-431c-a0ec-80dbc099b0aa,4e3914f0-60cd-11ee-b14c-4954da90424e,grant,Documentation,Team Compensation,Six DEd Reckoning Sessions preparation and execution,945,DAI,0x7E1dc48c710c791255F297b912Dd5940212C7E33,https://etherscan.io/tx/0x0bd4a8cd77dc02aa610b844e1d1d8ab35d06e0e7495d3e29a4c689d1db28fac4
22,1258802c-c57c-4d72-a71a-5b309260282c,cb04d870-5ff6-11ee-af3f-d9f6b00b3bf3,grant,Platform,Team Compensation,(November) Develop and mantain bevy-explorer,11250,DAI,0x85bc980eb632434c562414791146cc86cea12c51,https://etherscan.io/tx/0xb5172ea78aea3f3a5ed2cbcf1622e223843400a7fcb01597642ed00ea3c72cd8
23,1258802c-c57c-4d72-a71a-5b309260282c,cb04d870-5ff6-11ee-af3f-d9f6b00b3bf3,grant,Platform,Team Compensation,(November) Develop and mantain godot-explorer,10500,DAI,0x6db12e73904eb12f9c40b7d995b2a870254b3625,https://etherscan.io/tx/0xb5172ea78aea3f3a5ed2cbcf1622e223843400a7fcb01597642ed00ea3c72cd8
24,1258802c-c57c-4d72-a71a-5b309260282c,cb04d870-5ff6-11ee-af3f-d9f6b00b3bf3,grant,Platform,Team Compensation,(November) Develop and mantain godot-explorer,10500,DAI,0xbcae59ff0aa916b6c38adde712c39da3eb5443c4,https://etherscan.io/tx/0xb5172ea78aea3f3a5ed2cbcf1622e223843400a7fcb01597642ed00ea3c72cd8
25,1258802c-c57c-4d72-a71a-5b309260282c,cb04d870-5ff6-11ee-af3f-d9f6b00b3bf3,grant,Platform,Team Compensation,(November) Develop and mantain scene-explorer-tests,1200,DAI,0xae185e420a7b0e82963f6edb80078d0ce9d40b40,https://etherscan.io/tx/0xb5172ea78aea3f3a5ed2cbcf1622e223843400a7fcb01597642ed00ea3c72cd8
26,1258802c-c57c-4d72-a71a-5b309260282c,cb04d870-5ff6-11ee-af3f-d9f6b00b3bf3,grant,Platform,Team Compensation,(Late Payment for October) Develop and mantain `scene-explorer-tests`,1200,DAI,0xae185e420a7b0e82963f6edb80078d0ce9d40b40,https://etherscan.io/tx/0xab8be90c5ebd698db04b69841743aa69604be6fa5ab593b4c259563c2552c277
27,7acb3790-23e8-4242-a3cd-0aeb20276592,3dd9e476-1172-4995-a3cc-6942ebe12c7d,grant,In-World Content,Team Compensation,Backend Scene and Avatars development,10000,$USD,0x4e54dA189F2eC8e3704051df5D694dd9500D88AB,
28,7acb3790-23e8-4242-a3cd-0aeb20276592,3dd9e476-1172-4995-a3cc-6942ebe12c7d,grant,In-World Content,Other,Decentraland Submission Fees,10000,$USD,0x4e54dA189F2eC8e3704051df5D694dd9500D88AB,
30,546003b2-4684-11ee-9cfb-8be6460f98c9,e7399950-35f7-11ee-be2d-676a2489bc16,grant,Platform,Team Compensation,Dev Monthly Salary,1,DAI,0x42a8aB1CaE6f4A2DF5EcbAE904C37b0603c267b1,https://etherscan.io/address/0x42a8aB1CaE6f4A2DF5EcbAE904C37b0603c267b1
32,b085f864-2ad3-11ee-8fbb-d9eddf5c2b3f,220ce750-182d-11ee-93a7-ed9294f83f74,grant,Platform,Team Compensation,5x 3D artist Monthly Salary,25000,DAI,0x07424b254b72b2272764100a98A6EB338F2FFBD0,https://etherscan.io/address/0x07424b254b72b2272764100a98A6EB338F2FFBD0
33,5ba8e6d2-e782-4b27-972b-03d8f24a0d73,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,OCT - Norbess Brilliant DJ for DIGITAL Party,200,DAI,0x3c1f5fa98726e4fd0cf5dbe088bb38c89e55e45d,https://polygonscan.com/tx/0x4534a1e0690ff5cd571fe1d2a136d6388063f03cd65417eb7a4258c2c853bd12
34,5ba8e6d2-e782-4b27-972b-03d8f24a0d73,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,OCT - David Bothof DJ for DIGITAL Party,200,DAI,0x93fe8653c3b2a1dd5bb2a6c5f94d1525753536fe,https://polygonscan.com/tx/0x334d026c03f2bfee253de7a9b8ad5f06a7507d4242c864d1fb30b3d4e245cbcf
35,5ba8e6d2-e782-4b27-972b-03d8f24a0d73,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,OCT - KVMBL DJ for DIGITAL Party,200,DAI,0x24ccd8f73a5e2638decd0db2a3d974e5f7456259,https://polygonscan.com/tx/0x4534a1e0690ff5cd571fe1d2a136d6388063f03cd65417eb7a4258c2c853bd12
36,5ba8e6d2-e782-4b27-972b-03d8f24a0d73,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,OCT - RK DJ for DIGITAL Party,200,DAI,0xa7411300ad046d87e4a9569969988917790137eb,https://polygonscan.com/tx/0x4534a1e0690ff5cd571fe1d2a136d6388063f03cd65417eb7a4258c2c853bd12
37,5ba8e6d2-e782-4b27-972b-03d8f24a0d73,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,OCT - KosmoDrom DJ for DIGITAL Party,200,DAI,0xa5bcc94557fe71465cf4b77a1e1633cc36684097,https://polygonscan.com/tx/0x4534a1e0690ff5cd571fe1d2a136d6388063f03cd65417eb7a4258c2c853bd12
38,5ba8e6d2-e782-4b27-972b-03d8f24a0d73,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,OCT - Phi Defy's (ɸ)  DJ for DIGITAL Party,200,DAI,0xafd3bd0af17fba66722bbd72ce1192299065c95b,https://polygonscan.com/tx/0x4534a1e0690ff5cd571fe1d2a136d6388063f03cd65417eb7a4258c2c853bd12
39,5ba8e6d2-e782-4b27-972b-03d8f24a0d73,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,OCT - Teya Flow DJ for IRL Party,200,DAI,0x2605c70f87d3a188d42688f55fb576540435c65a,https://polygonscan.com/tx/0x334d026c03f2bfee253de7a9b8ad5f06a7507d4242c864d1fb30b3d4e245cbcf
40,5ba8e6d2-e782-4b27-972b-03d8f24a0d73,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,OCT - Zelka  DJ for IRL Party,200,DAI,0x61d329742e53c4f0f1b5414d209275993cc710bd,https://polygonscan.com/tx/0xc3203b17691f9ccee3cc9017e608c6fb7e7e55a44fb6f7e3cd9729a1b2208ab4
41,5ba8e6d2-e782-4b27-972b-03d8f24a0d73,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,OCT - KenTONE DJ for DIGITAL Party,200,DAI,0x116893f3925eebd1720c2a26442830f4fc2713a9,https://polygonscan.com/tx/0xc3203b17691f9ccee3cc9017e608c6fb7e7e55a44fb6f7e3cd9729a1b2208ab4
42,5ba8e6d2-e782-4b27-972b-03d8f24a0d73,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,NOV - bramski DJ for DIGITAL Party,200,DAI,0xc54dc704be8d0dcef48d2cdac42628d2a8b29753,https://polygonscan.com/tx/0x4534a1e0690ff5cd571fe1d2a136d6388063f03cd65417eb7a4258c2c853bd12
43,5ba8e6d2-e782-4b27-972b-03d8f24a0d73,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,NOV - Bastiaan Stoop DJ for DIGITAL Party,200,DAI,0xed40680e779c9fa783e8fe452dace1b60eade8b1,https://polygonscan.com/tx/0x4534a1e0690ff5cd571fe1d2a136d6388063f03cd65417eb7a4258c2c853bd12
44,5ba8e6d2-e782-4b27-972b-03d8f24a0d73,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,NOV - DJTRAX DJ for DIGITAL Party,200,DAI,0x3a55404f3b6b40876512fe612711e76d3714f49b,https://polygonscan.com/tx/0xc3203b17691f9ccee3cc9017e608c6fb7e7e55a44fb6f7e3cd9729a1b2208ab4
45,5ba8e6d2-e782-4b27-972b-03d8f24a0d73,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,NOV - Manscream DJ for DIGITAL Party,200,DAI,0x5a920e68ad18825d74db52bc7fe9fe65db27fbb4,https://polygonscan.com/tx/0x4534a1e0690ff5cd571fe1d2a136d6388063f03cd65417eb7a4258c2c853bd12
46,5ba8e6d2-e782-4b27-972b-03d8f24a0d73,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,NOV - Roman Flauns DJ for DIGITAL Party,200,DAI,0xeab5efc770ab92d2c55202aa96736c5e518b1684,https://polygonscan.com/tx/0x4534a1e0690ff5cd571fe1d2a136d6388063f03cd65417eb7a4258c2c853bd12
47,5ba8e6d2-e782-4b27-972b-03d8f24a0d73,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,NOV - ZOORAB DJ for DIGITAL Party,200,DAI,0xc3d6b3189cb174304fab74565a59bbe51412d20c,https://polygonscan.com/tx/0x4534a1e0690ff5cd571fe1d2a136d6388063f03cd65417eb7a4258c2c853bd12
48,5ba8e6d2-e782-4b27-972b-03d8f24a0d73,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,NOV - Esh DJ for IRL Party,200,DAI,0x179868606aecd530968cc20b6fe0dbf3838f0602,https://polygonscan.com/tx/0x4534a1e0690ff5cd571fe1d2a136d6388063f03cd65417eb7a4258c2c853bd12
49,5ba8e6d2-e782-4b27-972b-03d8f24a0d73,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,NOV - Penelope DJ for IRL Party,200,DAI,0x77ac43a75943ebe8ff081b881a79ddc8c8d88722,https://polygonscan.com/tx/0x4534a1e0690ff5cd571fe1d2a136d6388063f03cd65417eb7a4258c2c853bd12
50,5ba8e6d2-e782-4b27-972b-03d8f24a0d73,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,NOV - ME.N.U // DR. PHI DJ for IRL Party,200,DAI,0xffffaab1e971dd0c2eee7aa9b5ef4582577b1f7f,https://polygonscan.com/tx/0x4534a1e0690ff5cd571fe1d2a136d6388063f03cd65417eb7a4258c2c853bd12
51,89c68790-402a-491a-a63e-804fe279599a,c964129c-d517-4e3c-a564-e98cbe81d305,grant,Platform,Team Compensation,Selection and related issues,1600,DAI,0x8acb9cD89273fB013c544e51d16Fc383e7Ee216e,https://etherscan.io/tx/0x074efdd6c4e9eeedfe6797b0ac2ec3f34b9d66e9c2c310bf78e922f4bafb990c
52,8e7b5bd8-f6bf-44f9-838e-48f9d853bf56,e2f4a6f2-2e2b-45d7-9743-71d50225af06,grant,Core Unit,Team Compensation,Grants Manager - Fifi - dec23,3500,DAI,0x4b1c7461715c3489a596cd8d0974bb1d13b397fe,https://etherscan.io/tx/0x9300f8eab2ba83c10d65e53f421e53d5a80c2b49278801b9461ed1e0838e5977
53,8e7b5bd8-f6bf-44f9-838e-48f9d853bf56,e2f4a6f2-2e2b-45d7-9743-71d50225af06,grant,Core Unit,Team Compensation,Grants Accountability Manager - Zino - dec23,4000,DAI,0xa88e62b427ae1029c685808092818001f73649bf,https://etherscan.io/tx/0x9300f8eab2ba83c10d65e53f421e53d5a80c2b49278801b9461ed1e0838e5977
54,8e7b5bd8-f6bf-44f9-838e-48f9d853bf56,e2f4a6f2-2e2b-45d7-9743-71d50225af06,grant,Core Unit,Team Compensation,Grants Managers Coordinator - Palewin - dec23,3000,DAI,0x6ff836e2a208826e3955af3f6ccbee5bb87a3f75,https://etherscan.io/tx/0x9300f8eab2ba83c10d65e53f421e53d5a80c2b49278801b9461ed1e0838e5977
55,8e7b5bd8-f6bf-44f9-838e-48f9d853bf56,e2f4a6f2-2e2b-45d7-9743-71d50225af06,grant,Core Unit,Team Compensation,Grants Program Advisor - Yararasita - dec23,1800,DAI,0xe68ddd093f2a71125f1f5411e09eb9f55fc4b256,https://etherscan.io/tx/0x9300f8eab2ba83c10d65e53f421e53d5a80c2b49278801b9461ed1e0838e5977
56,8e7b5bd8-f6bf-44f9-838e-48f9d853bf56,e2f4a6f2-2e2b-45d7-9743-71d50225af06,grant,Core Unit,Tools & Services,OpenAI (Notion) - 6month - refund,60,DAI,0x4b1c7461715c3489a596cd8d0974bb1d13b397fe,https://etherscan.io/tx/0x9dfecc07f5f5e82386dea6b4ab02efa5c25b822154a1f05f5f421713b9c73149
57,8e7b5bd8-f6bf-44f9-838e-48f9d853bf56,e2f4a6f2-2e2b-45d7-9743-71d50225af06,grant,Core Unit,Tools & Services,OpenAI - 6month - refund,120,DAI,0x6ff836e2a208826e3955af3f6ccbee5bb87a3f75,https://etherscan.io/tx/0x9dfecc07f5f5e82386dea6b4ab02efa5c25b822154a1f05f5f421713b9c73149
58,8e7b5bd8-f6bf-44f9-838e-48f9d853bf56,e2f4a6f2-2e2b-45d7-9743-71d50225af06,grant,Core Unit,Tools & Services,OpenAI - 6month - refund,120,DAI,0xa88e62b427ae1029c685808092818001f73649bf,https://etherscan.io/tx/0x9dfecc07f5f5e82386dea6b4ab02efa5c25b822154a1f05f5f421713b9c73149
59,8e7b5bd8-f6bf-44f9-838e-48f9d853bf56,e2f4a6f2-2e2b-45d7-9743-71d50225af06,grant,Core Unit,Other,Intl. Shipping Onboarding Kit - refund,1696,DAI,0x6ff836e2a208826e3955af3f6ccbee5bb87a3f75,https://etherscan.io/tx/0x9dfecc07f5f5e82386dea6b4ab02efa5c25b822154a1f05f5f421713b9c73149
31,54ac2df8-e3d6-11ed-ae6b-bdc7e2b26a35,04f1cd70-d8d6-11ed-bfff-7567e61aeee0,grant,Accelerator,Team Compensation,4 devs monthly salary,12000,USDT,0xF746DB7B2885B7162c58519Ac9d256D43d234a05,https://etherscan.io/address/0xF746DB7B2885B7162c58519Ac9d256D43d234a05
29,92e22e3c-4ed4-4c99-bb48-ddbbf3741bcb,d85bdf8e-bdfc-47cf-b6c6-6b55f7a96d93,grant,Platform,Team Compensation,operations november Salary,2000,DAI,0x674eBFC3eb6C0Bc548d470CBa948d2929be472D7,https://etherscan.io/tx/0xdd111af3afaeb753d5fdb904ccc310fd69feba6c7cd0f35b7b79ad6a20b75269
60,7e3483f5-3b99-11ee-9496-2daa447e4bf3,7e1d76d0-1a9a-11ee-a5d8-fbedad1981e4,grant,Core Unit,Team Compensation,Dev Monthly Salary,5724,DAI,0xb579d0804ab2a996615c8ad797158a33e08f7d57,https://etherscan.io/tx/0xd642d8e702cf92dd81614befc06886a2b8e228ed33ae6a6206a910bfeda48b25
61,7e3483f5-3b99-11ee-9496-2daa447e4bf3,7e1d76d0-1a9a-11ee-a5d8-fbedad1981e4,grant,Core Unit,Team Compensation,Dev Monthly Salary,4100,DAI,0xc492e358543f34437d946a18b60b6d0b78a42a16,https://etherscan.io/tx/0xd642d8e702cf92dd81614befc06886a2b8e228ed33ae6a6206a910bfeda48b25
62,7e3483f5-3b99-11ee-9496-2daa447e4bf3,7e1d76d0-1a9a-11ee-a5d8-fbedad1981e4,grant,Core Unit,Team Compensation,Dev Monthly Salary,5508,DAI,0x2aa64a76b0a9f96351a5cda740105c4197970fa1,https://etherscan.io/tx/0xd642d8e702cf92dd81614befc06886a2b8e228ed33ae6a6206a910bfeda48b25
63,7e3483f5-3b99-11ee-9496-2daa447e4bf3,7e1d76d0-1a9a-11ee-a5d8-fbedad1981e4,grant,Core Unit,Team Compensation,Product Lead Monthly Salary,8200,DAI,0x01b31645748938b07200795ebf7cc2435b5bd8ba,https://etherscan.io/tx/0xd642d8e702cf92dd81614befc06886a2b8e228ed33ae6a6206a910bfeda48b25
64,7e3483f5-3b99-11ee-9496-2daa447e4bf3,7e1d76d0-1a9a-11ee-a5d8-fbedad1981e4,grant,Core Unit,Team Compensation,Product Design Monthly Salary,1344,DAI,0x59d605a3342be95f2b0b3e244299082c3d51fdb4,https://etherscan.io/tx/0xd642d8e702cf92dd81614befc06886a2b8e228ed33ae6a6206a910bfeda48b25
65,7e3483f5-3b99-11ee-9496-2daa447e4bf3,7e1d76d0-1a9a-11ee-a5d8-fbedad1981e4,grant,Core Unit,Team Compensation,Retroactive Dev Monthly Salary,450,DAI,0xb579d0804ab2a996615c8ad797158a33e08f7d57,https://etherscan.io/tx/0x858737f30309ab0ade4269bef2a750db69665c7987f389c18c141a239c8aef26
66,7e3483f5-3b99-11ee-9496-2daa447e4bf3,7e1d76d0-1a9a-11ee-a5d8-fbedad1981e4,grant,Core Unit,Team Compensation,Retroactive Dev Monthly Salary,335,DAI,0xc492e358543f34437d946a18b60b6d0b78a42a16,https://etherscan.io/tx/0x858737f30309ab0ade4269bef2a750db69665c7987f389c18c141a239c8aef26
67,7e3483f5-3b99-11ee-9496-2daa447e4bf3,7e1d76d0-1a9a-11ee-a5d8-fbedad1981e4,grant,Core Unit,Team Compensation,Retroactive Dev Monthly Salary,450,DAI,0x2aa64a76b0a9f96351a5cda740105c4197970fa1,https://etherscan.io/tx/0x858737f30309ab0ade4269bef2a750db69665c7987f389c18c141a239c8aef26
68,7e3483f5-3b99-11ee-9496-2daa447e4bf3,7e1d76d0-1a9a-11ee-a5d8-fbedad1981e4,grant,Core Unit,Team Compensation,Retroactive Product Lead Monthly Salary,670,DAI,0x01b31645748938b07200795ebf7cc2435b5bd8ba,https://etherscan.io/tx/0x858737f30309ab0ade4269bef2a750db69665c7987f389c18c141a239c8aef26
69,7e3483f5-3b99-11ee-9496-2daa447e4bf3,7e1d76d0-1a9a-11ee-a5d8-fbedad1981e4,grant,Core Unit,Team Compensation,Retroactive Product Design Monthly Salary,373,DAI,0x59d605a3342be95f2b0b3e244299082c3d51fdb4,https://etherscan.io/tx/0x858737f30309ab0ade4269bef2a750db69665c7987f389c18c141a239c8aef26
70,7e3483f5-3b99-11ee-9496-2daa447e4bf3,7e1d76d0-1a9a-11ee-a5d8-fbedad1981e4,grant,Core Unit,Contractors,Governance Foundation Yearly Mainteinance Costs Refund,215,DAI,0x8c340d83e8a9f51a0cdea69d3eb9f04bf3fc3493,https://etherscan.io/tx/0x858737f30309ab0ade4269bef2a750db69665c7987f389c18c141a239c8aef26
76,0a9317e3-4689-11ee-9cfb-8be6460f98c9,55a85fd0-3539-11ee-a39d-ef9ca9e669fd,grant,Sponsorship,Team Compensation,MetaRyuk Compensation,450,DAI,0x3F6b1D01B6823AB235fc343069B62B6472774Cd1,https://etherscan.io/tx/0xb836c913bcc18281e7db5a89f7d10ce33c31863d574e32fb545efd977a0f3b00
