Record ID,Update ID,Proposal ID,Proposal type,Proposal category,Financial category,Description,Amount,Token,Receiver,Link
245,0dfd65a2-bc9c-4913-8d6c-ce20567320b6,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,FEB - ME.N.U // DR. PHI DJ for DIGITAL Party,200,DAI,0xffffaab1e971dd0c2eee7aa9b5ef4582577b1f7f,https://polygonscan.com/tx/0x93fee014c5bd88bdcd2897315d48deb66f1172f162fb2258207a5a48001c55f7
246,0dfd65a2-bc9c-4913-8d6c-ce20567320b6,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,FEB - KVMBL DJ for DIGITAL Party,200,DAI,0x24ccd8f73a5e2638decd0db2a3d974e5f7456259,https://polygonscan.com/tx/0x93fee014c5bd88bdcd2897315d48deb66f1172f162fb2258207a5a48001c55f7
247,0dfd65a2-bc9c-4913-8d6c-ce20567320b6,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,FEB - ME.N.U // DR. PHI DJ for DIGITAL Party,200,DAI,0xffffaab1e971dd0c2eee7aa9b5ef4582577b1f7f,https://polygonscan.com/tx/0x93fee014c5bd88bdcd2897315d48deb66f1172f162fb2258207a5a48001c55f7
248,0dfd65a2-bc9c-4913-8d6c-ce20567320b6,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,FEB - ZOORAB DJ for DIGITAL Party,200,DAI,0xc3d6b3189cb174304fab74565a59bbe51412d20c,https://polygonscan.com/tx/0x93fee014c5bd88bdcd2897315d48deb66f1172f162fb2258207a5a48001c55f7
249,0dfd65a2-bc9c-4913-8d6c-ce20567320b6,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,FEB - Norbess Brilliant DJ for IRL Party,200,DAI,0x3c1f5fa98726e4fd0cf5dbe088bb38c89e55e45d,https://polygonscan.com/tx/0x93fee014c5bd88bdcd2897315d48deb66f1172f162fb2258207a5a48001c55f7
250,b3f52d6d-3883-4cbc-9f69-2bab18d0c93d,9afaef11-3ae8-4296-8a3c-5b5910cbe9e0,bid,,Team Compensation,DAPPCRAFT TEAM SALARY FUND,21876,DAI,0x6A40a1A6965E9E401cE3CC04c524B33EaA5e54c7,https://etherscan.io/tx/0x4f64624d5547a78e5ee938f738dfce59000b4e7674ead9613816e6aa64b447dc
252,323c72a8-42d6-4ecd-8e21-357b3088e1d6,e2f4a6f2-2e2b-45d7-9743-71d50225af06,grant,Core Unit,Team Compensation,Grants Manager - Fifi - feb23,3500,DAI,0x4b1c7461715c3489a596cd8d0974bb1d13b397fe,https://etherscan.io/tx/0xe030d6607a2a08c56ea2024325388d9254c20e83d0759040d40638c4cf349d60
253,323c72a8-42d6-4ecd-8e21-357b3088e1d6,e2f4a6f2-2e2b-45d7-9743-71d50225af06,grant,Core Unit,Team Compensation,Grants Accountability Manager - Zino - feb23,4000,DAI,0xa88e62b427ae1029c685808092818001f73649bf,https://etherscan.io/tx/0xe030d6607a2a08c56ea2024325388d9254c20e83d0759040d40638c4cf349d60
254,323c72a8-42d6-4ecd-8e21-357b3088e1d6,e2f4a6f2-2e2b-45d7-9743-71d50225af06,grant,Core Unit,Team Compensation,Grants Managers Coordinator - Palewin - feb23,3000,DAI,0x6ff836e2a208826e3955af3f6ccbee5bb87a3f75,https://etherscan.io/tx/0xe030d6607a2a08c56ea2024325388d9254c20e83d0759040d40638c4cf349d60
255,323c72a8-42d6-4ecd-8e21-357b3088e1d6,e2f4a6f2-2e2b-45d7-9743-71d50225af06,grant,Core Unit,Team Compensation,Grants Program Advisor - Yararasita - feb23,1800,DAI,0xe68ddd093f2a71125f1f5411e09eb9f55fc4b256,https://etherscan.io/tx/0xe030d6607a2a08c56ea2024325388d9254c20e83d0759040d40638c4cf349d60
256,323c72a8-42d6-4ecd-8e21-357b3088e1d6,e2f4a6f2-2e2b-45d7-9743-71d50225af06,grant,Core Unit,Other,returned shipping,94,DAI,0x6fF836E2a208826E3955AF3f6cCbEe5BB87A3F75,https://etherscan.io/tx/0x856a5289db871b6a6126c1c2f83de5c310375755b5514d2bcdcd5bdd74ff4f6c
257,323c72a8-42d6-4ecd-8e21-357b3088e1d6,e2f4a6f2-2e2b-45d7-9743-71d50225af06,grant,Core Unit,Other,Transaction fees refund,107,DAI,0x6fF836E2a208826E3955AF3f6cCbEe5BB87A3F75,https://etherscan.io/tx/0x856a5289db871b6a6126c1c2f83de5c310375755b5514d2bcdcd5bdd74ff4f6c
258,323c72a8-42d6-4ecd-8e21-357b3088e1d6,e2f4a6f2-2e2b-45d7-9743-71d50225af06,grant,Core Unit,Tools & Services,Noty.ai,250,DAI,0xa88E62B427Ae1029C685808092818001f73649Bf,https://etherscan.io/tx/0x856a5289db871b6a6126c1c2f83de5c310375755b5514d2bcdcd5bdd74ff4f6c
259,323c72a8-42d6-4ecd-8e21-357b3088e1d6,e2f4a6f2-2e2b-45d7-9743-71d50225af06,grant,Core Unit,Tools & Services,Grammarly (anual),140,DAI,0xa88E62B427Ae1029C685808092818001f73649Bf,https://etherscan.io/tx/0x856a5289db871b6a6126c1c2f83de5c310375755b5514d2bcdcd5bdd74ff4f6c
260,323c72a8-42d6-4ecd-8e21-357b3088e1d6,e2f4a6f2-2e2b-45d7-9743-71d50225af06,grant,Core Unit,Other,Transaction fees refund,190,DAI,0xa88E62B427Ae1029C685808092818001f73649Bf,https://etherscan.io/tx/0xb6060b39c5019640d4340bfe265f4a2000210fbdad16368d9919968d1ead4450
265,54ac5501-e3d6-11ed-ae6b-bdc7e2b26a35,04f1cd70-d8d6-11ed-bfff-7567e61aeee0,grant,Accelerator,Team Compensation,devs salaries,12500,DAI,0x9243F897377775413b55DcB3D9237Cb20618a3bC,
239,0f3f4d70-045e-4288-88b4-8ff24bbc6ff4,d85bdf8e-bdfc-47cf-b6c6-6b55f7a96d93,grant,Platform,Team Compensation,operations january Salary & half of february,3000,DAI,0x674eBFC3eb6C0Bc548d470CBa948d2929be472D7,https://etherscan.io/tx/0xf24149ebbd71d80e9f4c023eaf3f830aa915ad31429ffb3195d0ace9843f72c3
266,c997116c-699d-43a2-979f-b86295589e42,ff19c0eb-27fb-4119-b5f5-2e4a2fc4fbb8,grant,Social Media Content,Team Compensation,Salary,1600,DAI,0x5F39898b429050836C271c7d9e4EEf9bb24c8eB8,https://etherscan.io/tx/0x4be5229de6e638a3c29a3a5ec10e6e371a5d154fdf0aa53729b17f9b8a8e8183
267,61efe781-1cda-478a-a38b-2758389321a3,5a5c472b-0ed2-4086-b7fc-22e37b4ad39c,grant,Core Unit,Team Compensation,Fehz Compensation - (February),5400,DAI,0x2438651577Ac49342074a18eb199BB8C6E92cFEa,https://etherscan.io/tx/0x75cc755f242504c660eb12f9ab49ca567557c841412ca55c866ee21748d54f28
268,61efe781-1cda-478a-a38b-2758389321a3,5a5c472b-0ed2-4086-b7fc-22e37b4ad39c,grant,Core Unit,Team Compensation,Fractilians - Compensation (February),5500,DAI,0x8b7c37671f37Db95e9d84714f7A4464d552aa0EA,https://etherscan.io/tx/0x75cc755f242504c660eb12f9ab49ca567557c841412ca55c866ee21748d54f28
269,61efe781-1cda-478a-a38b-2758389321a3,5a5c472b-0ed2-4086-b7fc-22e37b4ad39c,grant,Core Unit,Team Compensation,Ivey - Compensation (February),800,DAI,0x5c575fc796056b6427733077aca4a5c7d10ca6d0,https://etherscan.io/tx/0x75cc755f242504c660eb12f9ab49ca567557c841412ca55c866ee21748d54f28
270,61efe781-1cda-478a-a38b-2758389321a3,5a5c472b-0ed2-4086-b7fc-22e37b4ad39c,grant,Core Unit,Team Compensation,MetaRyuk - Compensation (February),800,DAI,0x1bc1ab328dbfef58b9600184541aa0056c4631f7,https://etherscan.io/tx/0x75cc755f242504c660eb12f9ab49ca567557c841412ca55c866ee21748d54f28
271,a545a8e1-9f37-4536-8cd7-fd4acc018708,cb04d870-5ff6-11ee-af3f-d9f6b00b3bf3,grant,Platform,Team Compensation,Team Compensantion (January),12500,DAI,0x85bc980eb632434c562414791146cc86cea12c51,https://etherscan.io/tx/0xc39ec91767932a8db23105412dac5d271153cae431a58e609135dfe146710fec
272,a545a8e1-9f37-4536-8cd7-fd4acc018708,cb04d870-5ff6-11ee-af3f-d9f6b00b3bf3,grant,Platform,Team Compensation,Team Compensantion (January),10500,DAI,0x6db12e73904eb12f9c40b7d995b2a870254b3625,https://etherscan.io/tx/0xc39ec91767932a8db23105412dac5d271153cae431a58e609135dfe146710fec
273,a545a8e1-9f37-4536-8cd7-fd4acc018708,cb04d870-5ff6-11ee-af3f-d9f6b00b3bf3,grant,Platform,Team Compensation,Team Compensantion (January),10500,DAI,0xbcae59ff0aa916b6c38adde712c39da3eb5443c4,https://etherscan.io/tx/0xc39ec91767932a8db23105412dac5d271153cae431a58e609135dfe146710fec
274,a545a8e1-9f37-4536-8cd7-fd4acc018708,cb04d870-5ff6-11ee-af3f-d9f6b00b3bf3,grant,Platform,Team Compensation,Team Compensantion (January),1200,DAI,0xae185e420a7b0e82963f6edb80078d0ce9d40b40,https://etherscan.io/tx/0xc39ec91767932a8db23105412dac5d271153cae431a58e609135dfe146710fec
275,a545a8e1-9f37-4536-8cd7-fd4acc018708,cb04d870-5ff6-11ee-af3f-d9f6b00b3bf3,grant,Platform,Team Compensation,Team Savings (January),1666,DAI,0xae185e420a7b0e82963f6edb80078d0ce9d40b40,https://etherscan.io/tx/0xc39ec91767932a8db23105412dac5d271153cae431a58e609135dfe146710fec
276,f82ed0df-a72f-425a-8502-11c3cc5751a8,127d49ed-e592-49f6-8cdc-c626a03175a2,grant,In-World Content,Team Compensation,Front End Development,3600,DAI,0x17e6025240846fa9e20e87d140d2b9ae7ff6f28e,https://etherscan.io/tx/0x4679f0c72e8e5d2fcfb815faf317fbfc828610e54570d29296423a7dad66105c
277,f82ed0df-a72f-425a-8502-11c3cc5751a8,127d49ed-e592-49f6-8cdc-c626a03175a2,grant,In-World Content,Team Compensation,Back End Development,3750,DAI,0x17e6025240846fa9e20e87d140d2b9ae7ff6f28e,https://etherscan.io/tx/0x4679f0c72e8e5d2fcfb815faf317fbfc828610e54570d29296423a7dad66105c
278,f82ed0df-a72f-425a-8502-11c3cc5751a8,127d49ed-e592-49f6-8cdc-c626a03175a2,grant,In-World Content,Team Compensation,Artist Labor,2500,DAI,0x17e6025240846fa9e20e87d140d2b9ae7ff6f28e,https://etherscan.io/tx/0x4679f0c72e8e5d2fcfb815faf317fbfc828610e54570d29296423a7dad66105c
279,f82ed0df-a72f-425a-8502-11c3cc5751a8,127d49ed-e592-49f6-8cdc-c626a03175a2,grant,In-World Content,Team Compensation,Valentines Event,2000,DAI,0x17e6025240846fa9e20e87d140d2b9ae7ff6f28e,https://etherscan.io/tx/0x4679f0c72e8e5d2fcfb815faf317fbfc828610e54570d29296423a7dad66105c
280,f82ed0df-a72f-425a-8502-11c3cc5751a8,127d49ed-e592-49f6-8cdc-c626a03175a2,grant,In-World Content,Team Compensation,Dev Ops,800,DAI,0x17e6025240846fa9e20e87d140d2b9ae7ff6f28e,https://etherscan.io/tx/0x4679f0c72e8e5d2fcfb815faf317fbfc828610e54570d29296423a7dad66105c
281,f82ed0df-a72f-425a-8502-11c3cc5751a8,127d49ed-e592-49f6-8cdc-c626a03175a2,grant,In-World Content,Tools & Services,AWS Bill,500,DAI,0x17e6025240846fa9e20e87d140d2b9ae7ff6f28e,https://etherscan.io/tx/0x4679f0c72e8e5d2fcfb815faf317fbfc828610e54570d29296423a7dad66105c
282,f82ed0df-a72f-425a-8502-11c3cc5751a8,127d49ed-e592-49f6-8cdc-c626a03175a2,grant,In-World Content,Other,Operations,1000,DAI,0x17e6025240846fa9e20e87d140d2b9ae7ff6f28e,https://etherscan.io/tx/0x4679f0c72e8e5d2fcfb815faf317fbfc828610e54570d29296423a7dad66105c
283,5ec07fa6-05a5-4fc4-a323-2151fae884ce,aebc4db6-d96c-4c4c-b2c0-2a2d0003e64d,grant,Platform,Team Compensation,Full Stack Dev Monthly,2000,DAI,0xD58607F5323e4966a8c871E155Cee9489CF8c469,
284,5ec07fa6-05a5-4fc4-a323-2151fae884ce,aebc4db6-d96c-4c4c-b2c0-2a2d0003e64d,grant,Platform,Tools & Services,Website Hosting,26,DAI,0xD58607F5323e4966a8c871E155Cee9489CF8c469,
285,8b21e7ad-4c10-410e-b518-e5a62d68a09c,d266f630-0e4b-4640-9e3b-4f5d9142e1ae,grant,In-World Content,Team Compensation,Product development,10000,USDT,0x878ff4195043eca717d822E0fE005C45f8663558,https://etherscan.io/tx/0x3525267bc19aaff3e8b7c8eb452a8de075a85ba06cf7243541905181a5e89e14
286,8b21e7ad-4c10-410e-b518-e5a62d68a09c,d266f630-0e4b-4640-9e3b-4f5d9142e1ae,grant,In-World Content,Team Compensation,2D and 3D design and production,4000,USDT,0x878ff4195043eca717d822E0fE005C45f8663558,https://etherscan.io/tx/0x3525267bc19aaff3e8b7c8eb452a8de075a85ba06cf7243541905181a5e89e14
287,8b21e7ad-4c10-410e-b518-e5a62d68a09c,d266f630-0e4b-4640-9e3b-4f5d9142e1ae,grant,In-World Content,Marketing,Promotion and marketing on social media and gaming communities as well as prizes,2000,USDT,0x878ff4195043eca717d822E0fE005C45f8663558,https://etherscan.io/tx/0x3525267bc19aaff3e8b7c8eb452a8de075a85ba06cf7243541905181a5e89e14
288,8b21e7ad-4c10-410e-b518-e5a62d68a09c,d266f630-0e4b-4640-9e3b-4f5d9142e1ae,grant,In-World Content,Tools & Services,Game application hosting,400,USDT,0x878ff4195043eca717d822E0fE005C45f8663558,https://etherscan.io/tx/0x3525267bc19aaff3e8b7c8eb452a8de075a85ba06cf7243541905181a5e89e14
289,6e9caa27-1358-424e-9cf2-343d2780c0f4,7c7a1610-7a33-4e42-9b14-4cd328669c38,grant,In-World Content,Team Compensation,Team Compensation (Month 1),1687.5,DAI,0xc3f3C08b339f3080E0814406efD9E7cafCAF7a98,https://polygonscan.com/tx/0x82a6166c79429bcefbee8e2d991c6faacb90147bb425756dde110782919b9797
290,6e9caa27-1358-424e-9cf2-343d2780c0f4,7c7a1610-7a33-4e42-9b14-4cd328669c38,grant,In-World Content,Team Compensation,Team Compensation (Month 1)+Tools and subscriptions,2000,DAI,0xc590175E458b83680867AFD273527Ff58f74c02b,https://polygonscan.com/tx/0x1755af2aee6fb1df3f5d9db4d998ce141819fac9550f79d94b07d4ebdeac3a8f
291,6e9caa27-1358-424e-9cf2-343d2780c0f4,7c7a1610-7a33-4e42-9b14-4cd328669c38,grant,In-World Content,Team Compensation,Team Compensation (Month 1),1000,DAI,0xF387DFd6882ec71d21CaA23Bd323094dfc5E1Cb6,https://polygonscan.com/tx/0xfb003546506ea07d0c66c16176b2eacb0aaeba252c9a1dbac72c8a1f93c9cf46
292,6e9caa27-1358-424e-9cf2-343d2780c0f4,7c7a1610-7a33-4e42-9b14-4cd328669c38,grant,In-World Content,Team Compensation,Team Compensation (Month 1),450,DAI,0xAEC1A14971Ef9fb8Dd0c41bFA52B8416D21dCD05,https://polygonscan.com/tx/0x2e051c10f68c0d14020ac4a4d10d0ba79955f2a087ba44cea3b5bb7db1bfb8bc
293,6e9caa27-1358-424e-9cf2-343d2780c0f4,7c7a1610-7a33-4e42-9b14-4cd328669c38,grant,In-World Content,Team Compensation,Team Compensation (Month 1),100,DAI,0xF04611955be5595902D5DE1bF3d643fB03cc2888,https://polygonscan.com/tx/0x957314efff2dcf660ddb3c3d2cecc39bdd24f8405f80efe5a1557866d05f65d2
294,6e9caa27-1358-424e-9cf2-343d2780c0f4,7c7a1610-7a33-4e42-9b14-4cd328669c38,grant,In-World Content,Marketing,Monthly Event Rewards（Release the start of next month）and Others,998.5,DAI,0x9B3ae2dD9EAAD174cF5700420D4861A5a73a2d2A,https://polygonscan.com/tx/0x3bf55fe53bfd997b4b5f04c994eecdb9389f331b09dc94f20aaf54ae1f33c6a8
295,6e9caa27-1358-424e-9cf2-343d2780c0f4,7c7a1610-7a33-4e42-9b14-4cd328669c38,grant,In-World Content,Marketing,Event Rewards,80,DAI,0x3AaC3e529c210e996958C461dBbF33AE0CFD0312,https://polygonscan.com/tx/0xf1fdf163292acd07f28c98869acf9a0e9b13fe4c73695fd7527266282dcc9fa9
296,6e9caa27-1358-424e-9cf2-343d2780c0f4,7c7a1610-7a33-4e42-9b14-4cd328669c38,grant,In-World Content,Marketing,Event Rewards,30,DAI,0x8Bcb61A63B7EE2FbF320f141CB6F0E8CF82cD957,https://polygonscan.com/tx/0xe08532931a535790fb098b113fd4b984002f00dc9a9770df179f8cfcbaa6ce01
297,6e9caa27-1358-424e-9cf2-343d2780c0f4,7c7a1610-7a33-4e42-9b14-4cd328669c38,grant,In-World Content,Marketing,Event Rewards,30,DAI,0x2874a907B866EdD30C7f74eca09DF69185F87c20,https://polygonscan.com/tx/0xf6b468ec93a2b2130ed1ae695e5e97d95e45d298a48572799bc783b0d5e68c84
298,6e9caa27-1358-424e-9cf2-343d2780c0f4,7c7a1610-7a33-4e42-9b14-4cd328669c38,grant,In-World Content,Marketing,Event Rewards,30,DAI,0xcfBb134e83aaB817453359a9210079306FE51347,https://polygonscan.com/tx/0x8dfa6579ff4a9729d711e394d0cd9f4b283f5fec26cbcd0d9fd102835d754c42
299,6e9caa27-1358-424e-9cf2-343d2780c0f4,7c7a1610-7a33-4e42-9b14-4cd328669c38,grant,In-World Content,Marketing,Event Rewards,30,DAI,0xd2cb190B90274D697f5F42bAd7E3F47844D411Af,https://polygonscan.com/tx/0x7e399b89c9dd0374cf6f73e21388f1dad15a8ec7b95b3ba50080ad648e1a4405
300,6e9caa27-1358-424e-9cf2-343d2780c0f4,7c7a1610-7a33-4e42-9b14-4cd328669c38,grant,In-World Content,Marketing,Event Rewards,30,DAI,0x950445dEe1D70e9DB6Ba3f781f3708f46d0E566d,https://polygonscan.com/tx/0x676461dd1ae70de30de93f4e77827cd353e9882a045c5dff6a6321f1ca78814e
71,2061df9b-cd84-4ca2-9c6c-d57fc98e96c6,e7399950-35f7-11ee-be2d-676a2489bc16,grant,Platform,Other,Product delivery,12000,DAI,0x42a8aB1CaE6f4A2DF5EcbAE904C37b0603c267b1,https://etherscan.io/address/0x42a8aB1CaE6f4A2DF5EcbAE904C37b0603c267b1
72,56c1afd0-fbc1-4523-9a05-e0cf587be8b9,f3874400-1743-11ee-93a7-ed9294f83f74,grant,In-World Content,Team Compensation,Design and production of 2D and 3D game assets,1900,USD,0xd91dB432D98D80e9467206cab3B9C46081795f0d,https://etherscan.io/tx/0xcb3a67cc3894a2e01499ea0e72d453c557bd85dd2f42de75b44efc46b67138d4
73,56c1afd0-fbc1-4523-9a05-e0cf587be8b9,f3874400-1743-11ee-93a7-ed9294f83f74,grant,In-World Content,Team Compensation,Programming game update and maintanence,3365,USD,0xd91dB432D98D80e9467206cab3B9C46081795f0d,https://etherscan.io/tx/0xcb3a67cc3894a2e01499ea0e72d453c557bd85dd2f42de75b44efc46b67138d4
74,56c1afd0-fbc1-4523-9a05-e0cf587be8b9,f3874400-1743-11ee-93a7-ed9294f83f74,grant,In-World Content,Team Compensation,Execution and administration,2250,USD,0xd91dB432D98D80e9467206cab3B9C46081795f0d,https://etherscan.io/tx/0xcb3a67cc3894a2e01499ea0e72d453c557bd85dd2f42de75b44efc46b67138d4
75,56c1afd0-fbc1-4523-9a05-e0cf587be8b9,f3874400-1743-11ee-93a7-ed9294f83f74,grant,In-World Content,Tools & Services,Website Hosting,784,USD,0xd91dB432D98D80e9467206cab3B9C46081795f0d,https://etherscan.io/tx/0xcb3a67cc3894a2e01499ea0e72d453c557bd85dd2f42de75b44efc46b67138d4
80,5a0d0774-923a-42de-ba26-7c97eedf4f95,40d39160-6063-11ee-af3f-d9f6b00b3bf3,grant,In-World Content,Tools & Services,october payment of 241.31 USD to AWS,241.31,USD,0x12B0D322949273e5D622fFB0Cb387A3b75C0d2dd,https://etherscan.io/tx/0x5d4cc33d77acda44dbd642fbc1aad92f28079f20473f3809474c80ce508636d1
81,5a0d0774-923a-42de-ba26-7c97eedf4f95,40d39160-6063-11ee-af3f-d9f6b00b3bf3,grant,In-World Content,Tools & Services,november payment of 230.83 USD to AWS,230.83,USD,0x12B0D322949273e5D622fFB0Cb387A3b75C0d2dd,https://etherscan.io/tx/0x5d4cc33d77acda44dbd642fbc1aad92f28079f20473f3809474c80ce508636d1
82,5a0d0774-923a-42de-ba26-7c97eedf4f95,40d39160-6063-11ee-af3f-d9f6b00b3bf3,grant,In-World Content,Tools & Services,december payment of 239.26 to AWS,239.26,USD,0x12B0D322949273e5D622fFB0Cb387A3b75C0d2dd,https://etherscan.io/tx/0x5d4cc33d77acda44dbd642fbc1aad92f28079f20473f3809474c80ce508636d1
103,a20f0fd9-144a-4ad7-91d3-1da77d109e34,8a26c5c0-b95c-11ed-95dc-afd12ca00986,grant,In-World Content,Other,5000 Retroactive 400 monthly server cost 3525 TRU build updates 300 monthly Restream Airtable AWS server costs Pinata Team salary,10000,DAI,0x142FD01F8433361E068D26d112769806a118D095,https://etherscan.io/tx/0x6a504654abc0289e87eea888067f2ced3d1ef87b86b6fdd8bf5b47d4d50eb8b6
167,e0075650-5247-4404-927b-8db33dea6e2c,639b31c0-c8e3-11ed-a454-057e86adfb11,grant,In-World Content,Team Compensation,SDK Dev,13500,DAI,0x2e09A10eaAcE1Ef3a66FbF6F1F782C8c0cb8c942,https://etherscan.io/tx/0x0b8bd2243058d0ea07b5ddd1d80d1d30015e2d2ae69ae1cbd18e81d4fd2b776c
168,e0075650-5247-4404-927b-8db33dea6e2c,639b31c0-c8e3-11ed-a454-057e86adfb11,grant,In-World Content,Team Compensation,3D Artist 1,6500,DAI,0x2e09A10eaAcE1Ef3a66FbF6F1F782C8c0cb8c942,https://etherscan.io/tx/0x73eacb2a5bbf60eaa17fdb4a83e2d98daa0a21488a5eb937facd575063ae3733
169,e0075650-5247-4404-927b-8db33dea6e2c,639b31c0-c8e3-11ed-a454-057e86adfb11,grant,In-World Content,Team Compensation,3D Artist 2,3500,DAI,0x2e09A10eaAcE1Ef3a66FbF6F1F782C8c0cb8c942,https://etherscan.io/tx/0xb7e6f2666a4a9b33e44ebe847a6851872321bcdbc601a1c21d89128df893aa03
170,e0075650-5247-4404-927b-8db33dea6e2c,639b31c0-c8e3-11ed-a454-057e86adfb11,grant,In-World Content,Team Compensation,Game Designer,7500,DAI,0x2e09A10eaAcE1Ef3a66FbF6F1F782C8c0cb8c942,https://etherscan.io/tx/0xdd39e9c57fe41f779c341194677e2f6dd2d749c605a318fee832480f20346d10
171,e0075650-5247-4404-927b-8db33dea6e2c,639b31c0-c8e3-11ed-a454-057e86adfb11,grant,In-World Content,Team Compensation,2D Artist,4000,DAI,0x2e09A10eaAcE1Ef3a66FbF6F1F782C8c0cb8c942,https://etherscan.io/tx/0x71a7b6341beb10260069f8556d3dff4974113b17b528062534802838021c63a8
172,e0075650-5247-4404-927b-8db33dea6e2c,639b31c0-c8e3-11ed-a454-057e86adfb11,grant,In-World Content,Team Compensation,Game Master,3500,DAI,0x2e09A10eaAcE1Ef3a66FbF6F1F782C8c0cb8c942,https://etherscan.io/tx/0x36bdbe6d03c640d24d0e9fff43d027e8d66431d59c74b34a0fa36053c53e5962
173,e0075650-5247-4404-927b-8db33dea6e2c,639b31c0-c8e3-11ed-a454-057e86adfb11,grant,In-World Content,Team Compensation,Sound Designer,2500,DAI,0x2e09A10eaAcE1Ef3a66FbF6F1F782C8c0cb8c942,https://etherscan.io/tx/0xa3a88d559a89bd2fb4fe3143b34505a1a653f719bd3b6b463a8bd25126ffddff
174,e0075650-5247-4404-927b-8db33dea6e2c,639b31c0-c8e3-11ed-a454-057e86adfb11,grant,In-World Content,Tools & Services,Land Rental For 6 Months,251,MANA,0x895Be97bDb9F8a244c472B18EA96DeE39ddf8fe5,https://etherscan.io/tx/0x5fc760c375577fa456061c24913f8f692b3696476cb0852f06a9a9ec0c698e74
176,180696e6-27a1-4eb9-ada4-e3084c7da5a5,8a26c5c0-b95c-11ed-95dc-afd12ca00986,grant,In-World Content,Other,5000 retroactive 400 monthly server cost 300 monthly Restream Airtable AWS server costs and Pinata 4300 team compensation,10000,DAI,0x142FD01F8433361E068D26d112769806a118D095,https://etherscan.io/tx/0xbe274269ae020e061066ced8e633d3c835e8ff5d2715e8d2746fca403315df8c
238,a3a498a1-2f6a-4d80-9b11-1dc6b6eb8e5d,8a26c5c0-b95c-11ed-95dc-afd12ca00986,grant,In-World Content,Other,5000 retroactive 400 monthly server cost 300 wearable design fees 300 monthly Restream Airtable AWS server costs and Pinata remaining team salary,10000,DAI,0x142FD01F8433361E068D26d112769806a118D095,https://etherscan.io/tx/0xef98cb9bd627e22895b725d551ea007f092fd1df203649af3f5fbaff74b91cec
